request_started_at,first_raw_event_ms,first_nonempty_text_ms,first_20_text_chars_ms,total_ms,input_tokens,cached_input_tokens,uncached_input_tokens,output_tokens,retries,error,raw_events,response_chars,request_id,response_model,requested_service_tier,response_service_tier,azure_region,workload,provider,requested_model,iteration,request_shape_sha256,message_count,tool_count
2026-08-28T12:23:04.523584+00:00,1974.474734000978,1975.063838001006,1977.399448000142,2126.6805100003694,10031,0,10031,36,0,null,36,97,chatcmpl-EHptq5IxVmlE8u9e0Qyy9snFg3UwB,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,1,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:06.652201+00:00,1666.1584779994882,1667.312497000239,1669.9666950007668,1759.4465269994544,10031,10028,3,35,0,null,35,102,chatcmpl-EHptr0uKhSmTM9Gj65DA2lrMUUIW4,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,2,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:08.413151+00:00,2465.0696129992866,2465.9993839995877,2472.248366999338,2515.633548000551,10031,10028,3,37,0,null,37,101,chatcmpl-EHptt0kmXNmS02PajRondPMMoNz5h,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,3,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:10.929638+00:00,1584.6954790013115,1584.9553190000734,1585.389503999977,1590.078496001297,10031,10028,3,26,0,null,26,78,chatcmpl-EHptvrB8e0aA31bAGTeFYPVS9qYZe,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,4,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:12.520331+00:00,2863.96275900006,2865.1510330000747,2868.1676110008993,2887.4550250002358,10031,10028,3,26,0,null,26,78,chatcmpl-EHptygESROPpY0rvVDZNq5AM10wIy,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,5,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:15.409013+00:00,1816.9670930001303,1817.554270999608,1820.2833859995735,1929.977236999548,10031,10028,3,30,0,null,30,85,chatcmpl-EHpu00mWeZiKwOXUTHTUBdhDueL6x,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,6,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:17.340946+00:00,2240.486556000178,2241.128363999451,2242.6523369995266,2264.2959619988687,10031,10028,3,40,0,null,40,121,chatcmpl-EHpu2Fld69GQq5eMULzk4mcIyBkGG,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,7,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:19.607130+00:00,1440.5713579999428,1441.5229480000562,1444.1251379994355,1542.6871839990781,10031,10028,3,40,0,null,40,127,chatcmpl-EHpu4Ow6iYow0DLG5utagVzsWVJ57,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,8,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:21.150811+00:00,1428.239154000039,1429.0079290003632,1431.2778520015854,1771.0291769999458,10031,10028,3,47,0,null,47,133,chatcmpl-EHpu6C6zC80aLhK9pLKzPQl0xBjLi,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,9,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:22.923210+00:00,1605.0578779995703,1605.9820209993632,1612.3639269990235,1903.6936049997166,10031,10028,3,44,0,null,44,123,chatcmpl-EHpu8Gq49M0qFWfAYf6VqsEHOyGMb,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,10,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:24.828668+00:00,1245.7083400004194,1248.7286579998909,1295.051371000227,1602.0101089998207,10031,10028,3,49,0,null,49,136,chatcmpl-EHpu9YhRAFzjQwW2hVJ7BxKn3WMfE,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,11,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:26.432380+00:00,2058.461388000069,2059.3870650009194,2061.455613000362,2228.7486370005354,10031,10028,3,38,0,null,38,116,chatcmpl-EHpuCnzfsyZv2rDptLfR6HsAkT94P,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,12,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:28.663809+00:00,1568.3842380003625,1569.680310001786,1576.199181001357,1659.9437370005035,10031,10028,3,35,0,null,35,96,chatcmpl-EHpuDTvtPecVL85xnPcNAHC6kzYxX,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,13,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:30.324396+00:00,1496.8712820009387,1497.2143579980184,1522.819753998192,1755.6774389995553,10031,10028,3,30,0,null,30,85,chatcmpl-EHpuF01QR2CN2fZ9tU0nFfRDaS7GJ,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,14,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:32.081729+00:00,813.3182150013454,814.4444650024525,825.0129350017232,1069.8061820003204,10031,10028,3,40,0,null,40,121,chatcmpl-EHpuGxPJwSeac9YqDW9Rnd0s0pC67,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,15,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:33.152653+00:00,1992.6073770002404,1992.8465400007553,1993.3274739996705,2189.8062090003805,10031,10028,3,49,0,null,49,140,chatcmpl-EHpuIwb0mxoblBbCKpbtqY8U4T2sA,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,16,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:35.343422+00:00,1758.7050959991757,1760.1192590009305,1807.8621169988764,1962.7914240008977,10031,10028,3,30,0,null,30,85,chatcmpl-EHpuKub4lUXVK50TO0ri6KYWlqDhf,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,17,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:37.306753+00:00,1320.5153310009337,1321.0740760005137,1323.0185749998782,1493.9835320001293,10031,10028,3,40,0,null,40,121,chatcmpl-EHpuMgePm1bLteyO4DgeLJiXHrPtN,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,18,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:38.801993+00:00,1363.2576180025353,1363.8293820004037,1366.8498290026037,1399.0733829996316,10031,10028,3,44,0,null,44,123,chatcmpl-EHpuN4TJk06j5Z7JQ1rmW0xkv2SQ1,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,19,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:40.202120+00:00,1501.2432069997885,1502.451435000694,1504.2112720002478,1538.0573969996476,10031,10028,3,25,0,null,25,74,chatcmpl-EHpuP3zoXqOQQQxKjlXQF71uKkwQ6,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,20,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:41.741350+00:00,1585.0310860005266,1586.1572540015914,1636.2063470005523,1816.6314930022054,10031,10028,3,30,0,null,30,85,chatcmpl-EHpuQD0lVpcY9mgwCcmxaQduCAK5U,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,21,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:43.559487+00:00,1418.5098340021796,1419.4088180011022,1421.6034550008771,1619.7762250012602,10031,10028,3,47,0,null,47,137,chatcmpl-EHpuSpeg3aLP8yO2LP8KJ1wzsfMwK,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,22,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:45.180411+00:00,1161.3487210015592,1171.1773349998111,1174.9486059998162,1514.7713040023518,10031,10028,3,45,0,null,45,126,chatcmpl-EHpuUj2vYm1nSdXQXwQvt73oWjrzD,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,23,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:46.697633+00:00,2682.8150170003937,2683.565412000462,2685.039220999897,2843.6691249989963,10031,10028,3,32,0,null,32,90,chatcmpl-EHpuWs0n1OrrSbz4AdOmA9IUBzbVr,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,24,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
2026-08-28T12:23:49.543324+00:00,1375.9313560003648,1377.2274229995674,1384.0001610005856,1535.2703089993156,10031,10028,3,44,0,null,44,123,chatcmpl-EHpuYJHhYLVFSro9qM93IQcKujhfn,gpt-5.6-luna,default,default,,warm,openai,gpt-5.6-luna,25,6cc90b0592c68d2bae6c0e7672a99a5ca54de69773d6903e12eee4ba95497456,3,4
